source,target,distance,time_ns,relaxed
1020998592,4927519001,411,10235500,17210
413203773,1233532008,5808,222481541,674783
3679254043,340449218,2235,94527625,254028
2475185364,4141435151,4647,270466083,749196
1234026782,4321035098,9958,562762459,1671451
3262418196,2039102468,1878,82600042,226349
3905607215,308540236,14834,607270250,1857906
1878146559,2370495643,13955,530424958,1757261
1126426292,1271199110,18737,605975708,2087706
5031700715,2054835114,1812,68151542,188461
308443231,1261072132,1806,33916083,80538
618604138,3674936472,14605,555230542,1777943
265847068,1494331699,5739,251224458,792106
290981999,1737572829,10722,441957500,1483454
3826817312,440320845,8223,399414750,1088639
876198103,269740518,210,3214292,3919
617761412,1096075816,13239,525575625,1724172
26204041,2513054067,2518,130044083,301745
2422522050,745739197,5478,60578959,183140
3772842622,1734564307,8706,402786708,1268474
376653364,5105360635,4578,120799417,337596
2801602031,2918693994,15705,542425666,1858199
30562621,3256192870,14521,539061125,1738556
3100571332,1347785676,4990,201978584,601516
391513348,2480988388,4218,56970792,139590
1105392636,1298411986,10863,517595334,1711335
1025509275,821372184,4165,144807791,421990
1463994198,1147043683,17759,562942333,2035243
4016880240,2330322076,4190,200862208,529896
269598200,2179488214,17805,618751750,2064803
4929108044,1431194156,675,31887125,65921
547109583,308585176,13113,492566916,1664194
2278045435,1849586602,14187,487157083,1741474
5322913522,112098020,4530,200684875,531121
428074167,30916364,11266,479527500,1451092
420808060,4927536858,13517,444870667,1644640
3110937122,623942,16656,579779292,1995982
332493410,3523002443,5238,217855125,626131
443877066,4119499673,14011,508603459,1684659
1274714742,1557587521,10341,606554625,1704423
35328788,1256999356,5486,173835875,500143
660912056,2216066799,9531,438905750,1389374
790120751,2349103802,6347,265736917,682626
250680507,628559,14938,579204875,1788614
250663029,4868579148,15427,578861792,1888233
313959825,4250425364,18267,606346250,2083775
1122299839,385131241,6886,272053042,837008
957671065,3437593377,8650,353158083,1227550
4142462251,3509576934,12734,477410000,1564030
1107413502,190756453,5939,317607375,974162
4252219936,2659932875,6071,191708250,528349
4838968842,2338107606,2795,160911250,377936
4892539127,282014977,6484,259344958,809414
2276119347,1271199442,22825,611620125,2314673
71674935,364159810,8529,434702500,1249532
1096227934,295325982,12134,444085083,1504822
448897001,351864711,3417,93492083,286691
390169417,2179134416,17160,621889083,1990339
3477325522,1128062690,9257,344505375,1144736
469988065,3209042375,10136,370963458,1241526
5116108951,844548720,14552,585729333,1765719
290979176,258378480,6168,224206666,687456
1398474515,1274698732,10126,399824875,1282840
279798496,4716665523,4267,78813416,205217
261160322,570283,13827,477514250,1721645
31462961,505373106,16332,670323625,1949599
1633683634,251738407,9884,455629541,1498431
891103262,3266996432,2771,116366916,318707
1381884920,1604088183,3697,174761583,475927
279281896,70382220,10377,533229167,1676416
312403619,307941457,16591,574999208,1978714
258867952,2566209404,9331,413057625,1310209
3123816553,1080728319,7089,326553209,1055528
1460417753,2970375137,71,1652417,1139
4397118126,1079392165,6871,285302750,946160
772836688,280870283,7167,393605333,1116888
1829797461,254946094,16549,586686084,1958777
2428988693,1225951973,9745,421151208,1372968
1114578265,2621679058,12330,497703958,1649427
267246483,890474616,6889,240052292,706545
4508478774,4579139178,19579,600420208,2088978
265008650,890428294,17677,666114541,2008816
1142834128,1415215756,15611,600834209,1892897
570615,2332830343,7287,312412417,910406
1033771216,112366125,6415,317294583,951541
1533888601,1105292229,7446,304931334,973230
4934266954,411667804,6047,283171750,842109
3810408190,3235286387,3735,171521667,404032
34023968,11056225,646,35408250,76457
420319887,1176678763,2327,28945750,66321
387495966,2381463114,17944,625918625,2065581
3164465008,3811075364,5085,243087583,678202
17176992,2579953706,18185,617545125,2035848
2786391675,277450099,1196,15177583,28580
1153162987,271750974,11929,564858625,1811804
1278550082,2393576436,2750,99587167,301857
930000,691259225,346,5302250,7936
312113692,890428292,10322,415775459,1392599
4385048749,505373095,17208,594630416,2017338
1114069056,409183026,4914,198758750,606283
1783081234,3216498722,8906,433069500,1322095
1097309682,2897885940,5030,305579084,805372
670674054,2387130153,11551,456643584,1489393
2501694026,310275258,18743,599928333,2107153
2054835129,5020165035,10616,423227667,1428963
1086808074,437089449,1192,17523125,32656
3468577841,467076501,17802,561628291,2041064
3266114538,1248811654,15698,556308750,1896639
1172671415,437117929,10661,402582000,1451226
35518478,724111523,13561,502537125,1614299
882215947,280470867,1648,29093666,66532
1582223181,3901171621,5689,287377958,816874
2388294463,4902882054,8328,286732042,905475
1293973862,2066853046,2893,96999334,285973
2370730851,841150387,12986,491462875,1508194
383908419,3421048221,13985,489899958,1726200
224491128,27490666,15805,599920209,1902097
303793198,855542671,6612,243258041,762964
4183146908,5228844175,14918,523852209,1779577
337834275,2355285811,2459,63871792,189309
2586473903,458983461,7080,275336334,765812
291885914,315981783,19271,582713917,2168898
3309755174,3063299215,3743,141205583,435006
965941673,409116545,4813,166354584,466545
273406711,5041494341,6657,344099917,1021152
230116518,1931807580,7254,203733417,579885
4125266133,1860238313,20136,659930417,2201053
2342437708,1093669552,5000,219083750,540538
1587113832,2291207647,2774,115064959,303495
450126467,2611394285,4034,160437458,499253
3422178859,2332905617,12500,452151167,1553905
456342810,1100420184,7392,231736125,644332
2352340392,1402096056,10200,411701208,1337505
1582402446,390070456,3118,133165375,374131
5018787209,250227924,5347,269530583,710158
3194668113,3340808185,4854,194292583,516338
387486299,2284870684,3894,65494834,187196
1125193384,319834509,18978,653888125,2152867
4377876661,8082883,10959,428044458,1448555
262353951,257427428,10934,387144292,1281621
450955380,3820788382,9983,484700667,1580648
3498915616,1763648060,20219,656092333,2211522
256277770,725896681,9052,422781583,1118913
1428129218,2353532622,18739,635851542,2103045
2566209784,2390788208,13516,498679291,1747291
1893819659,288218471,3920,121344125,369050
820447533,287827171,12934,463546458,1617457
901223945,280704590,1400,35703916,61239
477274281,2720470959,3576,63001541,185251
288775673,1141260755,17194,612452000,2016656
258892494,1362211176,14438,587104542,1921187
2587404279,269935496,10083,471764792,1391025
4209719894,861057247,4774,208778125,582923
359964647,400957996,3908,125916833,377145
529976948,173986967,976,21628084,41813
71639648,29977438,14549,600645292,1863858
1086032593,1412514333,16010,565539708,1844410
289549434,1126399904,4138,74741666,228983
416620357,3785796256,8544,356350667,1123456
1247495780,2082989396,8114,268994875,866695
3154898714,5123859058,6991,323103209,1005505
5272071011,2656872469,14721,537397459,1789188
1510041533,2606657099,6286,276235375,785506
1172142179,27113108,6945,322000958,971788
288874296,1106499839,10891,455128333,1471152
361435220,265111824,8547,383499250,1246332
