source,target,distance,time_ns,relaxed
3797652229,4002835479,14300,3808250,1160
715711593,3462017367,8317,3402000,924
2415180994,1179589275,7522,3470416,883
21508557,2181401742,12976,3654166,1263
5093861473,1101612133,13470,3534958,1186
321867657,2010367665,5511,2983334,928
540399926,2513294545,18123,3671834,1174
60890410,2446832836,2072,1678542,426
1187639787,1410360888,3231,1904667,414
3783172354,1187043478,1717,951417,122
251739770,243048047,18451,3660667,1194
608624705,30434716,20879,3421500,1213
272855640,259797555,7404,2952667,812
1110854698,3468594849,8875,3455500,1149
1150611776,4943438488,10956,3314042,1046
2641818612,60108309,16148,3200583,825
1889544517,311181238,11157,3268375,884
2586965320,2556074280,5159,2592209,678
411270746,45042808,8572,3061459,1018
2962359865,1092407735,6591,3087083,1010
2194738788,5370003664,6966,3408667,1040
303931139,339250102,17397,3158292,897
104925540,14497858,7666,2429833,802
258584714,3505312121,2240,1736000,295
305978189,2817897662,14003,3608917,1347
3104057954,1134277375,16882,3045375,1049
458983463,1080381219,17084,3291708,1111
1579405463,2566839121,15139,3550125,1317
1411617192,413707515,3878,2436542,592
28848747,4319928397,8319,2489666,740
957292805,1252438243,9788,3482875,1079
1207621228,1164868069,5745,1728584,354
31829182,1688939665,3388,2922625,1163
32996821,290502982,5891,2958625,841
